decade,nominal,measured
0.1,1.0,1.006164
0.1,1.0,1.006292
0.1,1.0,1.006292
0.1,1.0,1.005907
0.1,1.0,1.006626
0.1,1.0,1.006164
0.1,1.0,1.006677
0.1,1.0,1.006369
0.1,1.0,1.006343
0.1,1.0,1.006498
0.1,1.0,1.006857
0.1,1.0,1.006498
0.1,1.0,1.006729
0.1,1.0,1.007063
0.1,1.0,1.006061
0.1,1.0,1.006369
0.1,1.0,1.006909
0.1,1.0,1.006318
0.1,1.0,1.006523
0.1,1.0,1.005907
0.1,1.0,1.00642
0.1,1.0,1.00678
0.1,1.0,1.006087
0.1,1.0,1.006523
0.1,1.0,1.006138
0.1,1.0,1.006343
0.1,1.0,1.006215
0.1,1.0,1.006343
0.1,1.0,1.006806
0.1,1.0,1.006112
0.1,1.0,1.00642
0.1,1.0,1.006035
0.1,1.0,1.006266
0.1,1.0,1.006652
0.1,1.0,1.006472
0.1,1.0,1.006189
0.1,1.0,1.006369
0.1,1.0,1.006241
0.1,1.0,1.006754
0.1,1.0,1.006523
0.1,1.0,1.006343
0.1,1.0,1.006318
0.1,1.0,1.006254
0.1,1.0,1.0066
0.1,1.0,1.006343
0.1,1.0,1.006806
0.1,1.0,1.006266
0.1,1.0,1.006292
0.1,1.0,1.006395
0.1,1.0,1.00678
0.1,1.0,1.005059
0.1,1.0,1.006369
1,1.0,1.006677
1,1.0,1.006677
1,1.0,1.006241
1,1.0,1.006523
1,1.0,1.006446
1,1.0,1.006343
1,1.0,1.006549
1,1.0,1.006266
1,1.0,1.0066
1,1.0,1.006189
1,1.0,1.006549
1,1.0,1.006343
1,1.0,1.006292
1,1.0,1.006754
1,1.0,1.006292
1,1.0,1.006138
1,1.0,1.006369
1,1.0,1.00642
1,1.0,1.00642
1,1.0,1.005727
1,1.0,1.006626
1,1.0,1.006498
1,1.0,1.006241
1,1.0,1.006472
1,1.0,1.006549
1,1.0,1.006575
1,1.0,1.00642
1,1.0,1.006266
1,1.0,1.006446
1,1.0,1.006626
1,1.0,1.00642
1,1.0,1.006652
1,1.0,1.006626
1,1.0,1.006472
1,1.0,1.006575
1,1.0,1.006408
1,1.0,1.006343
1,1.0,1.006549
1,1.0,1.006754
1,1.0,1.006652
1,1.0,1.007217
1,1.0,1.006138
1,1.0,1.006729
1,1.0,1.006626
1,1.0,1.006652
1,1.0,1.006369
1,1.0,1.006138
1,1.0,1.006831
1,1.0,1.006395
1,1.0,1.006523
1,1.0,1.006061
1,1.0,1.006369
1,1.0,1.006575
1,1.0,1.006215
1,1.0,1.006241
1,1.0,1.006498
1,1.0,1.006343
1,1.0,1.006754
1,1.0,1.00642
1,1.0,1.006523
1,1.0,1.006523
1,1.0,1.007191
1,1.0,1.006472
1,1.0,1.006151
1,1.0,1.005033
1,1.0,1.006395
1,1.0,1.006677
1,1.0,1.006729
1,1.0,1.006292
1,1.0,1.006498
1,1.0,1.006318
1,1.0,1.00642
1,1.0,1.006652
1,1.0,1.00642
1,1.0,1.006395
1,1.0,1.006164
1,1.0,1.006523
1,1.0,1.006523
1,1.0,1.006215
1,1.0,1.006626
1,1.0,1.006446
1,1.0,1.006446
1,1.0,1.00678
1,1.0,1.00696
1,1.0,1.006523
1,1.0,1.00642
1,1.0,1.0066
1,1.0,1.006498
1,1.0,1.006677
1,1.0,1.006446
1,1.0,1.006164
1,1.0,1.006343
1,1.0,1.006703
1,1.0,1.006754
1,1.0,1.006472
1,1.0,1.006549
1,1.0,1.006652
1,1.0,1.006472
1,1.0,1.006472
1,1.0,1.006369
1,2.0,2.006792
1,2.0,2.006676
1,2.0,2.006407
1,2.0,2.006381
1,2.0,2.006818
1,2.0,2.006252
1,2.0,2.006895
1,2.0,2.006663
1,2.0,2.00615
1,2.0,2.006818
1,2.0,2.006612
1,2.0,2.006047
1,2.0,2.006689
1,2.0,2.006355
1,2.0,2.008872
1,2.0,2.006689
1,2.0,2.00615
1,2.0,2.006458
1,2.0,2.006818
1,2.0,2.006946
1,2.0,2.006355
1,2.0,2.00615
1,2.0,2.00579
1,2.0,2.006882
1,2.0,2.006663
1,2.0,2.006458
1,2.0,2.006766
1,2.0,2.006535
1,2.0,2.006586
1,2.0,2.006766
1,2.0,2.005842
1,2.0,2.006561
1,2.0,2.005996
1,2.0,2.006741
1,2.0,2.006458
1,2.0,2.006663
1,2.0,2.006407
1,2.0,2.006535
1,2.0,2.006407
1,2.0,2.006689
1,2.0,2.006715
1,2.0,2.006715
1,2.0,2.006407
1,2.0,2.006818
1,2.0,2.006612
1,2.0,2.006355
1,2.0,2.006497
1,2.0,2.006047
1,2.0,2.006818
1,2.0,2.00633
1,2.0,2.006612
1,2.0,2.006509
1,2.0,2.006407
1,2.0,2.006818
1,2.0,2.00633
1,2.0,2.006368
1,2.0,2.006509
1,2.0,2.006458
1,2.0,2.006561
1,2.0,2.006818
1,2.0,2.006638
1,2.0,2.006663
1,2.0,2.006689
1,2.0,2.006792
1,2.0,2.006561
1,2.0,2.006818
1,2.0,2.006792
1,2.0,2.006304
1,2.0,2.006381
1,2.0,2.006535
1,2.0,2.006689
1,2.0,2.006484
1,2.0,2.006818
1,2.0,2.006586
1,2.0,2.006792
1,2.0,2.006715
1,2.0,2.006638
1,2.0,2.006638
1,2.0,2.006663
1,2.0,2.006047
1,2.0,2.006381
1,2.0,2.006715
1,2.0,2.006741
1,2.0,2.006689
1,2.0,2.006689
1,2.0,2.006612
1,2.0,2.006201
1,2.0,2.006407
1,2.0,2.006689
1,2.0,2.00633
1,2.0,2.006586
1,2.0,2.006741
1,2.0,2.006458
1,2.0,2.006612
1,2.0,2.006355
1,2.0,2.006715
1,2.0,2.006741
1,2.0,2.006407
1,2.0,2.006689
1,2.0,2.006355
1,3.0,3.00678
1,3.0,3.006883
1,3.0,3.006523
1,3.0,3.006523
1,3.0,3.006343
1,3.0,3.006729
1,3.0,3.006497
1,3.0,3.006703
1,3.0,3.006343
1,3.0,3.006703
1,3.0,3.006138
1,3.0,3.006831
1,3.0,3.006009
1,3.0,3.006472
1,3.0,3.006626
1,3.0,3.006472
1,3.0,3.006472
1,3.0,3.006729
1,3.0,3.006369
1,3.0,3.006523
1,3.0,3.006523
1,3.0,3.007268
1,3.0,3.006831
1,3.0,3.006575
1,3.0,3.007242
1,3.0,3.006729
1,3.0,3.006934
1,3.0,3.006703
1,3.0,3.006497
1,3.0,3.006677
1,3.0,3.006266
1,3.0,3.006575
1,3.0,3.006934
1,3.0,3.006703
1,3.0,3.006806
1,3.0,3.006497
1,3.0,3.0066
1,3.0,3.006703
1,3.0,3.006806
1,3.0,3.006536
1,3.0,3.006549
1,3.0,3.006806
1,3.0,3.006831
1,3.0,3.005624
1,3.0,3.00678
1,3.0,3.006472
1,3.0,3.006857
1,3.0,3.006652
1,3.0,3.0066
1,3.0,3.0066
1,3.0,3.00642
1,3.0,3.006806
1,3.0,3.006806
1,3.0,3.0066
1,3.0,3.006472
1,3.0,3.006549
1,3.0,3.006831
1,3.0,3.006857
1,3.0,3.00714
1,3.0,3.004057
1,3.0,3.006703
1,3.0,3.006497
1,3.0,3.007319
1,3.0,3.006575
1,3.0,3.006626
1,3.0,3.006575
1,3.0,3.006664
1,3.0,3.006652
1,3.0,3.006729
1,3.0,3.006266
1,3.0,3.006729
1,3.0,3.006806
1,3.0,3.006549
1,3.0,3.006446
1,3.0,3.006164
1,3.0,3.006497
1,3.0,3.006549
1,3.0,3.006446
1,3.0,3.00696
1,3.0,3.006754
1,3.0,3.006754
1,3.0,3.006754
1,3.0,3.006575
1,3.0,3.006497
1,3.0,3.006446
1,3.0,3.00678
1,3.0,3.006677
1,3.0,3.006523
1,3.0,3.006266
1,3.0,3.006575
1,3.0,3.006857
1,3.0,3.00642
1,3.0,3.0066
1,3.0,3.006549
1,3.0,3.00642
1,3.0,3.006138
1,3.0,3.006343
1,3.0,3.006754
1,3.0,3.006523
1,3.0,3.00696
1,4.0,4.006175
1,4.0,4.00674
1,4.0,4.006638
1,4.0,4.006535
1,4.0,4.006766
1,4.0,4.00692
1,4.0,4.006792
1,4.0,4.006329
1,4.0,4.006869
1,4.0,4.006792
1,4.0,4.006586
1,4.0,4.006638
1,4.0,4.006805
1,4.0,4.006651
1,4.0,4.006689
1,4.0,4.006484
1,4.0,4.00674
1,4.0,4.006329
1,4.0,4.006792
1,4.0,4.006766
1,4.0,4.006715
1,4.0,4.006407
1,4.0,4.006843
1,4.0,4.006869
1,4.0,4.00674
1,4.0,4.006663
1,4.0,4.006407
1,4.0,4.006586
1,4.0,4.006612
1,4.0,4.006638
1,4.0,4.00692
1,4.0,4.006843
1,4.0,4.006484
1,4.0,4.008872
1,4.0,4.00597
1,4.0,4.006895
1,4.0,4.006561
1,4.0,4.006663
1,4.0,4.006792
1,4.0,4.006509
1,4.0,4.006895
1,4.0,4.006638
1,4.0,4.006612
1,4.0,4.007151
1,4.0,4.006535
1,4.0,4.006689
1,4.0,4.007049
1,4.0,4.007228
1,4.0,4.006432
1,4.0,4.006407
1,4.0,4.006638
1,4.0,4.006124
1,4.0,4.006663
1,4.0,4.006586
1,4.0,4.006535
1,4.0,4.006715
1,4.0,4.006355
1,4.0,4.006843
1,4.0,4.006535
1,4.0,4.006407
1,4.0,4.006766
1,4.0,4.006843
1,4.0,4.006997
1,4.0,4.006098
1,4.0,4.006265
1,4.0,4.006484
1,4.0,4.006792
1,4.0,4.006535
1,4.0,4.006766
1,4.0,4.006355
1,4.0,4.006484
1,4.0,4.006586
1,4.0,4.006586
1,4.0,4.006612
1,4.0,4.00674
1,4.0,4.006946
1,4.0,4.006946
1,4.0,4.006638
1,4.0,4.007049
1,4.0,4.006407
1,4.0,4.00674
1,4.0,4.006227
1,4.0,4.006432
1,4.0,4.007126
1,4.0,4.006663
1,4.0,4.006252
1,4.0,4.008025
1,4.0,4.006612
1,4.0,4.006432
1,4.0,4.006895
1,4.0,4.006818
1,4.0,4.00692
1,4.0,4.006458
1,4.0,4.006509
1,4.0,4.006509
1,4.0,4.006663
1,4.0,4.006638
1,4.0,4.006663
1,4.0,4.00692
1,4.0,4.006432
1,5.0,5.006163
1,5.0,5.006703
1,5.0,5.007217
1,5.0,5.006138
1,5.0,5.006703
1,5.0,5.006549
1,5.0,5.006369
1,5.0,5.006574
1,5.0,5.004109
1,5.0,5.006985
1,5.0,5.0066
1,5.0,5.0066
1,5.0,5.006446
1,5.0,5.006908
1,5.0,5.006626
1,5.0,5.00678
1,5.0,5.006523
1,5.0,5.007063
1,5.0,5.006497
1,5.0,5.006703
1,5.0,5.006574
1,5.0,5.006574
1,5.0,5.006472
1,5.0,5.006497
1,5.0,5.006241
1,5.0,5.006857
1,5.0,5.006549
1,5.0,5.006831
1,5.0,5.006395
1,5.0,5.006266
1,5.0,5.006908
1,5.0,5.006626
1,5.0,5.006703
1,5.0,5.006446
1,5.0,5.006266
1,5.0,5.006908
1,5.0,5.006677
1,5.0,5.00642
1,5.0,5.006677
1,5.0,5.0066
1,5.0,5.006729
1,5.0,5.0066
1,5.0,5.006883
1,5.0,5.006266
1,5.0,5.006549
1,5.0,5.006703
1,5.0,5.006677
1,5.0,5.006574
1,5.0,5.006626
1,5.0,5.006754
1,5.0,5.006574
1,5.0,5.006549
1,5.0,5.006292
1,5.0,5.006472
1,5.0,5.006677
1,5.0,5.007294
1,5.0,5.006343
1,5.0,5.006433
1,5.0,5.006652
1,5.0,5.006574
1,5.0,5.006883
1,5.0,5.006729
1,5.0,5.006549
1,5.0,5.006086
1,5.0,5.006985
1,5.0,5.006652
1,5.0,5.00642
1,5.0,5.006523
1,5.0,5.006446
1,5.0,5.006318
1,5.0,5.006883
1,5.0,5.006549
1,5.0,5.006523
1,5.0,5.006857
1,5.0,5.006574
1,5.0,5.006446
1,5.0,5.006446
1,5.0,5.006574
1,5.0,5.006343
1,5.0,5.006318
1,5.0,5.006523
1,5.0,5.006574
1,5.0,5.006241
1,5.0,5.006253
1,5.0,5.006395
1,5.0,5.006626
1,5.0,5.0066
1,5.0,5.006703
1,5.0,5.006215
1,5.0,5.006677
1,5.0,5.006883
1,5.0,5.006754
1,5.0,5.006574
1,5.0,5.00714
1,5.0,5.005573
1,5.0,5.006677
1,5.0,5.006549
1,5.0,5.006664
1,5.0,5.006523
1,5.0,5.006343
1,6.0,6.006586
1,6.0,6.006432
1,6.0,6.006689
1,6.0,6.006715
1,6.0,6.006843
1,6.0,6.006406
1,6.0,6.006458
1,6.0,6.006689
1,6.0,6.006329
1,6.0,6.006715
1,6.0,6.006612
1,6.0,6.006509
1,6.0,6.007074
1,6.0,6.006406
1,6.0,6.006561
1,6.0,6.006278
1,6.0,6.006252
1,6.0,6.0071
1,6.0,6.006304
1,6.0,6.006586
1,6.0,6.006432
1,6.0,6.006663
1,6.0,6.006895
1,6.0,6.007151
1,6.0,6.006406
1,6.0,6.007203
1,6.0,6.006997
1,6.0,6.006972
1,6.0,6.007228
1,6.0,6.00674
1,6.0,6.006715
1,6.0,6.007254
1,6.0,6.006972
1,6.0,6.00674
1,6.0,6.006792
1,6.0,6.006329
1,6.0,6.007228
1,6.0,6.006252
1,6.0,6.006843
1,6.0,6.006689
1,6.0,6.006561
1,6.0,6.006817
1,6.0,6.006766
1,6.0,6.007126
1,6.0,6.006792
1,6.0,6.006227
1,6.0,6.0071
1,6.0,6.007177
1,6.0,6.006792
1,6.0,6.006561
1,6.0,6.007383
1,6.0,6.006509
1,6.0,6.00728
1,6.0,6.006638
1,6.0,6.006329
1,6.0,6.007023
1,6.0,6.006612
1,6.0,6.007074
1,6.0,6.006586
1,6.0,6.006715
1,6.0,6.006612
1,6.0,6.006843
1,6.0,6.00615
1,6.0,6.008513
1,6.0,6.005918
1,6.0,6.006227
1,6.0,6.006869
1,6.0,6.00674
1,6.0,6.005995
1,6.0,6.006715
1,6.0,6.006663
1,6.0,6.006535
1,6.0,6.006792
1,6.0,6.006381
1,6.0,6.006586
1,6.0,6.006869
1,6.0,6.006278
1,6.0,6.006869
1,6.0,6.006484
1,6.0,6.006972
1,6.0,6.006689
1,6.0,6.006432
1,6.0,6.006766
1,6.0,6.006484
1,6.0,6.006817
1,6.0,6.006612
1,6.0,6.006689
1,6.0,6.006766
1,6.0,6.006458
1,6.0,6.006766
1,6.0,6.006638
1,6.0,6.006509
1,6.0,6.006625
1,6.0,6.006766
1,6.0,6.00692
1,6.0,6.007691
1,6.0,6.006997
1,6.0,6.006843
1,6.0,6.006406
1,6.0,6.006869
1,7.0,7.006498
1,7.0,7.006319
1,7.0,7.006781
1,7.0,7.00673
1,7.0,7.00673
1,7.0,7.006524
1,7.0,7.00655
1,7.0,7.006961
1,7.0,7.006421
1,7.0,7.006447
1,7.0,7.006652
1,7.0,7.006755
1,7.0,7.00655
1,7.0,7.006164
1,7.0,7.006961
1,7.0,7.006473
1,7.0,7.00673
1,7.0,7.006935
1,7.0,7.005959
1,7.0,7.006781
1,7.0,7.006485
1,7.0,7.006652
1,7.0,7.00655
1,7.0,7.006421
1,7.0,7.00655
1,7.0,7.006986
1,7.0,7.006678
1,7.0,7.006755
1,7.0,7.006447
1,7.0,7.006344
1,7.0,7.006421
1,7.0,7.006909
1,7.0,7.006678
1,7.0,7.006884
1,7.0,7.00673
1,7.0,7.006704
1,7.0,7.006832
1,7.0,7.005638
1,7.0,7.007012
1,7.0,7.006396
1,7.0,7.006524
1,7.0,7.006858
1,7.0,7.006331
1,7.0,7.006344
1,7.0,7.00637
1,7.0,7.006781
1,7.0,7.006498
1,7.0,7.006524
1,7.0,7.006498
1,7.0,7.006858
1,7.0,7.006473
1,7.0,7.006678
1,7.0,7.006935
1,7.0,7.006267
1,7.0,7.006601
1,7.0,7.006781
1,7.0,7.006421
1,7.0,7.006344
1,7.0,7.006781
1,7.0,7.006421
1,7.0,7.006627
1,7.0,7.006755
1,7.0,7.006832
1,7.0,7.006884
1,7.0,7.006588
1,7.0,7.007269
1,7.0,7.006447
1,7.0,7.006652
1,7.0,7.006498
1,7.0,7.006447
1,7.0,7.00655
1,7.0,7.006524
1,7.0,7.006704
1,7.0,7.006485
1,7.0,7.006678
1,7.0,7.006524
1,7.0,7.006704
1,7.0,7.00655
1,7.0,7.006396
1,7.0,7.00655
1,7.0,7.006241
1,7.0,7.006524
1,7.0,7.006473
1,7.0,7.006473
1,7.0,7.006627
1,7.0,7.006807
1,7.0,7.006884
1,7.0,7.006524
1,7.0,7.006293
1,7.0,7.006473
1,7.0,7.005753
1,7.0,7.006691
1,7.0,7.006498
1,7.0,7.006421
1,7.0,7.006858
1,7.0,7.006396
1,7.0,7.006755
1,7.0,7.00673
1,7.0,7.006267
1,7.0,7.006627
1,8.0,8.006433
1,8.0,8.006895
1,8.0,8.006998
1,8.0,8.006741
1,8.0,8.007255
1,8.0,8.00651
1,8.0,8.00651
1,8.0,8.006562
1,8.0,8.00705
1,8.0,8.004532
1,8.0,8.006587
1,8.0,8.006484
1,8.0,8.006741
1,8.0,8.006356
1,8.0,8.006613
1,8.0,8.006947
1,8.0,8.006305
1,8.0,8.006407
1,8.0,8.006767
1,8.0,8.006895
1,8.0,8.00633
1,8.0,8.007024
1,8.0,8.007217
1,8.0,8.006407
1,8.0,8.006741
1,8.0,8.006228
1,8.0,8.006253
1,8.0,8.006639
1,8.0,8.006305
1,8.0,8.006562
1,8.0,8.00669
1,8.0,8.007075
1,8.0,8.006562
1,8.0,8.006793
1,8.0,8.006562
1,8.0,8.00687
1,8.0,8.006459
1,8.0,8.006716
1,8.0,8.006818
1,8.0,8.006947
1,8.0,8.006536
1,8.0,8.006639
1,8.0,8.006947
1,8.0,8.006407
1,8.0,8.006459
1,8.0,8.006536
1,8.0,8.006305
1,8.0,8.007152
1,8.0,8.006895
1,8.0,8.006664
1,8.0,8.006947
1,8.0,8.006562
1,8.0,8.006279
1,8.0,8.006818
1,8.0,8.006741
1,8.0,8.006536
1,8.0,8.006228
1,8.0,8.006947
1,8.0,8.006587
1,8.0,8.006228
1,8.0,8.006536
1,8.0,8.006921
1,8.0,8.006433
1,8.0,8.007204
1,8.0,8.006844
1,8.0,8.006664
1,8.0,8.006972
1,8.0,8.006767
1,8.0,8.006356
1,8.0,8.006407
1,8.0,8.006433
1,8.0,8.00651
1,8.0,8.006716
1,8.0,8.006947
1,8.0,8.006664
1,8.0,8.006639
1,8.0,8.006921
1,8.0,8.006767
1,8.0,8.006562
1,8.0,8.006356
1,8.0,8.006639
1,8.0,8.006844
1,8.0,8.006536
1,8.0,8.006972
1,8.0,8.006921
1,8.0,8.006073
1,8.0,8.006253
1,8.0,8.006857
1,8.0,8.006356
1,8.0,8.006459
1,8.0,8.006587
1,8.0,8.006176
1,8.0,8.006639
1,8.0,8.006382
1,8.0,8.006305
1,8.0,8.005072
1,8.0,8.006818
1,8.0,8.006536
1,8.0,8.006818
1,8.0,8.006305
1,9.0,9.006807
1,9.0,9.006807
1,9.0,9.006499
1,9.0,9.00682
1,9.0,9.006936
1,9.0,9.006371
1,9.0,9.006833
1,9.0,9.007193
1,9.0,9.007373
1,9.0,9.007039
1,9.0,9.006782
1,9.0,9.006833
1,9.0,9.006448
1,9.0,9.006859
1,9.0,9.006705
1,9.0,9.006756
1,9.0,9.006807
1,9.0,9.006705
1,9.0,9.006846
1,9.0,9.006756
1,9.0,9.006679
1,9.0,9.007141
1,9.0,9.006551
1,9.0,9.007141
1,9.0,9.005986
1,9.0,9.006859
1,9.0,9.006859
1,9.0,9.006037
1,9.0,9.006782
1,9.0,9.006576
1,9.0,9.006653
1,9.0,9.006705
1,9.0,9.006782
1,9.0,9.007039
1,9.0,9.006499
1,9.0,9.006987
1,9.0,9.006319
1,9.0,9.006371
1,9.0,9.006705
1,9.0,9.006859
1,9.0,9.006628
1,9.0,9.006679
1,9.0,9.00673
1,9.0,9.007218
1,9.0,9.006114
1,9.0,9.006705
1,9.0,9.006653
1,9.0,9.006679
1,9.0,9.006705
1,9.0,9.006807
1,9.0,9.006628
1,9.0,9.006782
1,9.0,9.007013
1,9.0,9.00673
1,9.0,9.006628
1,9.0,9.006628
1,9.0,9.006576
1,9.0,9.006833
1,9.0,9.006936
1,9.0,9.008965
1,9.0,9.00614
1,9.0,9.006705
1,9.0,9.00691
1,9.0,9.006679
1,9.0,9.006653
1,9.0,9.006576
1,9.0,9.006987
1,9.0,9.007064
1,9.0,9.006756
1,9.0,9.006705
1,9.0,9.00673
1,9.0,9.006936
1,9.0,9.006859
1,9.0,9.006602
1,9.0,9.006679
1,9.0,9.00673
1,9.0,9.006987
1,9.0,9.006525
1,9.0,9.006833
1,9.0,9.00709
1,9.0,9.006628
1,9.0,9.006782
1,9.0,9.006242
1,9.0,9.006653
1,9.0,9.006525
1,9.0,9.006602
1,9.0,9.006885
1,9.0,9.006499
1,9.0,9.006859
1,9.0,9.006551
1,9.0,9.006705
1,9.0,9.007167
1,9.0,9.006679
1,9.0,9.006397
1,9.0,9.006602
1,9.0,9.006962
1,9.0,9.00691
1,9.0,9.006628
1,9.0,9.006859
1,9.0,9.006576
1,10.0,10.006718
1,10.0,10.006743
1,10.0,10.006795
1,10.0,10.006641
1,10.0,10.006974
1,10.0,10.00682
1,10.0,10.006538
1,10.0,10.007154
1,10.0,10.006063
1,10.0,10.006692
1,10.0,10.00754
1,10.0,10.006692
1,10.0,10.006923
1,10.0,10.006461
1,10.0,10.00718
1,10.0,10.006872
1,10.0,10.006795
1,10.0,10.006525
1,10.0,10.007103
1,10.0,10.006897
1,10.0,10.006949
1,10.0,10.00682
1,10.0,10.006666
1,10.0,10.006512
1,10.0,10.006769
1,10.0,10.006872
1,10.0,10.006666
1,10.0,10.006641
1,10.0,10.006666
1,10.0,10.006949
1,10.0,10.007129
1,10.0,10.006615
1,10.0,10.006795
1,10.0,10.006641
1,10.0,10.007051
1,10.0,10.007103
1,10.0,10.004945
1,10.0,10.006307
1,10.0,10.006743
1,10.0,10.006769
1,10.0,10.006718
1,10.0,10.007
1,10.0,10.006563
1,10.0,10.006769
1,10.0,10.006384
1,10.0,10.006666
1,10.0,10.006615
1,10.0,10.006615
1,10.0,10.00682
1,10.0,10.006872
1,10.0,10.006769
1,10.0,10.006563
1,10.0,10.006409
1,10.0,10.006846
1,10.0,10.007103
1,10.0,10.006795
1,10.0,10.006718
1,10.0,10.006872
1,10.0,10.006846
1,10.0,10.006872
1,10.0,10.006718
1,10.0,10.006589
1,10.0,10.006743
1,10.0,10.006589
1,10.0,10.00682
1,10.0,10.006692
1,10.0,10.006461
1,10.0,10.006974
1,10.0,10.006615
1,10.0,10.006679
1,10.0,10.00718
1,10.0,10.006718
1,10.0,10.006615
1,10.0,10.006795
1,10.0,10.006628
1,10.0,10.006897
1,10.0,10.006461
1,10.0,10.006615
1,10.0,10.007231
1,10.0,10.006846
1,10.0,10.006255
1,10.0,10.007026
1,10.0,10.006538
1,10.0,10.006563
1,10.0,10.006743
1,10.0,10.006512
1,10.0,10.006204
1,10.0,10.007051
1,10.0,10.006589
1,10.0,10.007051
1,10.0,10.007154
1,10.0,10.006255
1,10.0,10.00682
1,10.0,10.006461
1,10.0,10.006743
1,10.0,10.006795
1,10.0,10.006846
1,10.0,10.006769
1,10.0,10.007437
1,10.0,10.006538
10,10.0,10.005741
10,10.0,10.006307
10,10.0,10.00867
10,10.0,10.006384
10,10.0,10.006512
10,10.0,10.005896
10,10.0,10.006461
10,10.0,10.006384
10,10.0,10.006255
10,10.0,10.006024
10,10.0,10.006255
10,10.0,10.005896
10,10.0,10.006486
10,10.0,10.005973
10,10.0,10.00623
10,10.0,10.005562
10,10.0,10.006358
10,10.0,10.006178
10,10.0,10.006486
10,10.0,10.006563
10,10.0,10.006101
10,10.0,10.006307
10,10.0,10.006409
10,10.0,10.006281
10,10.0,10.00605
10,10.0,10.006127
10,10.0,10.006268
10,10.0,10.006307
10,10.0,10.006486
10,10.0,10.006152
10,10.0,10.006563
10,10.0,10.006024
10,10.0,10.005857
10,10.0,10.006152
10,10.0,10.006075
10,10.0,10.006358
10,10.0,10.006512
10,10.0,10.006435
10,10.0,10.006152
10,10.0,10.005921
10,10.0,10.006255
10,10.0,10.006024
10,10.0,10.006384
10,10.0,10.006152
10,10.0,10.006307
10,10.0,10.006615
10,10.0,10.005896
10,10.0,10.006281
10,10.0,10.006461
10,10.0,10.00605
10,10.0,10.006923
10,10.0,10.006307
10,10.0,10.006409
10,10.0,10.006255
10,10.0,10.006384
10,10.0,10.006178
10,10.0,10.00605
10,10.0,10.005947
10,10.0,10.006178
10,10.0,10.006101
10,10.0,10.006435
10,10.0,10.006307
10,10.0,10.006281
10,10.0,10.006101
10,10.0,10.006281
10,10.0,10.006435
10,10.0,10.006538
10,10.0,10.006486
10,10.0,10.006332
10,10.0,10.006281
10,10.0,10.006307
10,10.0,10.006281
10,10.0,10.006281
10,10.0,10.006024
10,10.0,10.006435
10,10.0,10.005844
10,10.0,10.006563
10,10.0,10.005973
10,10.0,10.006435
10,10.0,10.006795
10,10.0,10.005973
10,10.0,10.00623
10,10.0,10.006332
10,10.0,10.006152
10,10.0,10.006872
10,10.0,10.006435
10,10.0,10.006615
10,10.0,10.006127
10,10.0,10.006897
10,10.0,10.005074
10,10.0,10.006281
10,10.0,10.00605
10,10.0,10.00623
10,10.0,10.006384
10,10.0,10.006127
10,10.0,10.006152
10,10.0,10.005921
10,10.0,10.006563
10,10.0,10.006563
10,10.0,10.006512
10,20.0,20.005265
10,20.0,20.00601
10,20.0,20.006036
10,20.0,20.006087
10,20.0,20.006113
10,20.0,20.006113
10,20.0,20.006049
10,20.0,20.006164
10,20.0,20.006241
10,20.0,20.005959
10,20.0,20.006023
10,20.0,20.00619
10,20.0,20.006061
10,20.0,20.006215
10,20.0,20.006344
10,20.0,20.006036
10,20.0,20.006293
10,20.0,20.006215
10,20.0,20.00601
10,20.0,20.005753
10,20.0,20.005625
10,20.0,20.006755
10,20.0,20.006138
10,20.0,20.005599
10,20.0,20.00601
10,20.0,20.006293
10,20.0,20.00583
10,20.0,20.00583
10,20.0,20.006498
10,20.0,20.005805
10,20.0,20.006087
10,20.0,20.00637
10,20.0,20.006626
10,20.0,20.006318
10,20.0,20.005933
10,20.0,20.005946
10,20.0,20.005882
10,20.0,20.006036
10,20.0,20.006036
10,20.0,20.005856
10,20.0,20.006395
10,20.0,20.005959
10,20.0,20.00619
10,20.0,20.005933
10,20.0,20.005933
10,20.0,20.005984
10,20.0,20.00637
10,20.0,20.006267
10,20.0,20.005907
10,20.0,20.00619
10,20.0,20.006113
10,20.0,20.005882
10,20.0,20.006215
10,20.0,20.006061
10,20.0,20.006036
10,20.0,20.005984
10,20.0,20.006164
10,20.0,20.006434
10,20.0,20.00619
10,20.0,20.006036
10,20.0,20.006061
10,20.0,20.006293
10,20.0,20.006036
10,20.0,20.006215
10,20.0,20.006113
10,20.0,20.006344
10,20.0,20.005882
10,20.0,20.005933
10,20.0,20.005959
10,20.0,20.006293
10,20.0,20.006036
10,20.0,20.006164
10,20.0,20.00637
10,20.0,20.006036
10,20.0,20.006061
10,20.0,20.006074
10,20.0,20.006267
10,20.0,20.006061
10,20.0,20.006138
10,20.0,20.005702
10,20.0,20.006241
10,20.0,20.005907
10,20.0,20.006215
10,20.0,20.00601
10,20.0,20.005907
10,20.0,20.006344
10,20.0,20.006113
10,20.0,20.006061
10,20.0,20.005984
10,20.0,20.006061
10,20.0,20.00619
10,20.0,20.005984
10,20.0,20.00601
10,20.0,20.005959
10,20.0,20.006061
10,20.0,20.00601
10,20.0,20.005933
10,20.0,20.006036
10,20.0,20.006113
10,20.0,20.006138
10,30.0,30.005845
10,30.0,30.005665
10,30.0,30.005922
10,30.0,30.005768
10,30.0,30.005896
10,30.0,30.005768
10,30.0,30.005793
10,30.0,30.006076
10,30.0,30.005768
10,30.0,30.005485
