decade,nominal,measured
0.01,0.1,0.106816
0.01,0.1,0.106456
0.01,0.1,0.106507
0.01,0.1,0.106559
0.01,0.1,0.106405
0.01,0.1,0.106649
0.01,0.1,0.106585
0.01,0.1,0.106533
0.01,0.1,0.106456
0.01,0.1,0.106713
0.01,0.1,0.106739
0.01,0.1,0.106764
0.1,0.1,0.106585
0.1,0.1,0.106636
0.1,0.1,0.10643
0.1,0.1,0.106636
0.1,0.1,0.106328
0.1,0.1,0.106739
0.1,0.1,0.106533
0.1,0.1,0.105968
0.1,0.1,0.106585
0.1,0.1,0.106353
0.1,0.1,0.10679
0.1,0.1,0.106739
0.1,0.1,0.106816
0.1,0.1,0.106405
0.1,0.1,0.106533
0.1,0.1,0.106764
0.1,0.1,0.106482
0.1,0.1,0.106867
0.1,0.1,0.106585
0.1,0.1,0.106662
0.1,0.1,0.106918
0.1,0.1,0.106841
0.1,0.1,0.106662
0.1,0.1,0.106353
0.1,0.1,0.10643
0.1,0.1,0.106764
0.1,0.1,0.106585
0.1,0.1,0.106867
0.1,0.1,0.106585
0.1,0.1,0.106739
0.1,0.1,0.107047
0.1,0.1,0.106533
0.1,0.1,0.108614
0.1,0.1,0.106225
0.1,0.1,0.106841
0.1,0.1,0.106764
0.1,0.1,0.106533
0.1,0.1,0.106867
0.1,0.1,0.107047
0.1,0.1,0.106867
0.1,0.1,0.106636
0.1,0.1,0.106918
0.1,0.1,0.106353
0.1,0.1,0.106636
0.1,0.1,0.106713
0.1,0.1,0.106713
0.1,0.1,0.106893
0.1,0.1,0.106687
0.1,0.1,0.106713
0.1,0.1,0.10661
0.1,0.1,0.106585
0.1,0.1,0.106559
0.1,0.1,0.106302
0.1,0.1,0.106764
0.1,0.1,0.106841
0.1,0.1,0.106533
0.1,0.1,0.106507
0.1,0.1,0.106405
0.1,0.1,0.106841
0.1,0.1,0.106751
0.1,0.1,0.106713
0.1,0.1,0.106636
0.1,0.1,0.106816
0.1,0.1,0.10679
0.1,0.1,0.106841
0.1,0.1,0.106302
0.1,0.1,0.106559
0.1,0.1,0.106199
0.1,0.1,0.10679
0.1,0.1,0.106662
0.1,0.1,0.106713
0.1,0.1,0.106482
0.1,0.1,0.106482
0.1,0.1,0.106687
0.1,0.1,0.106533
0.1,0.1,0.106585
0.1,0.1,0.106507
0.1,0.1,0.106893
0.1,0.1,0.106764
0.1,0.1,0.106713
0.1,0.1,0.106585
0.1,0.1,0.107047
0.1,0.1,0.106867
0.1,0.1,0.106315
0.1,0.1,0.107073
0.1,0.1,0.106713
0.1,0.1,0.106559
0.1,0.1,0.107792
0.1,0.1,0.106687
0.1,0.1,0.106636
0.1,0.1,0.106764
0.1,0.1,0.106816
0.1,0.1,0.106841
0.1,0.1,0.106649
0.1,0.1,0.10661
0.1,0.1,0.106867
0.1,0.1,0.106893
0.1,0.1,0.106533
0.1,0.1,0.10697
0.1,0.1,0.10643
0.1,0.2,0.208815
0.1,0.2,0.206581
0.1,0.2,0.206375
0.1,0.2,0.206581
0.1,0.2,0.206581
0.1,0.2,0.206452
0.1,0.2,0.206735
0.1,0.2,0.206658
0.1,0.2,0.206863
0.1,0.2,0.206478
0.1,0.2,0.20685
0.1,0.2,0.207094
0.1,0.2,0.206606
0.1,0.2,0.206504
0.1,0.2,0.206555
0.1,0.2,0.20694
0.1,0.2,0.206452
0.1,0.2,0.206452
0.1,0.2,0.206683
0.1,0.2,0.206529
0.1,0.2,0.206889
0.1,0.2,0.207069
0.1,0.2,0.206889
0.1,0.2,0.206709
0.1,0.2,0.206349
0.1,0.2,0.206786
0.1,0.2,0.206349
0.1,0.2,0.206683
0.1,0.2,0.206658
0.1,0.2,0.206272
0.1,0.2,0.206709
0.1,0.2,0.206992
0.1,0.2,0.206786
0.1,0.2,0.206837
0.1,0.2,0.206555
0.1,0.2,0.206889
0.1,0.2,0.20676
0.1,0.2,0.206555
0.1,0.2,0.206324
0.1,0.2,0.206709
0.1,0.2,0.206837
0.1,0.2,0.206452
0.1,0.2,0.206555
0.1,0.2,0.206658
0.1,0.2,0.206606
0.1,0.2,0.2073
0.1,0.2,0.206401
0.1,0.2,0.206606
0.1,0.2,0.206478
0.1,0.2,0.206221
0.1,0.2,0.206426
0.1,0.2,0.206709
0.1,0.2,0.206658
0.1,0.2,0.206606
0.1,0.2,0.206889
0.1,0.2,0.206632
0.1,0.2,0.206658
0.1,0.2,0.206555
0.1,0.2,0.206452
0.1,0.2,0.206658
0.1,0.2,0.206709
0.1,0.2,0.206247
0.1,0.2,0.206272
0.1,0.2,0.206709
0.1,0.2,0.206735
0.1,0.2,0.206555
0.1,0.2,0.206581
0.1,0.2,0.206298
0.1,0.2,0.206555
0.1,0.2,0.206709
0.1,0.2,0.206632
0.1,0.2,0.206298
0.1,0.2,0.206504
0.1,0.2,0.206735
0.1,0.2,0.206414
0.1,0.2,0.206837
0.1,0.2,0.206786
0.1,0.2,0.206247
0.1,0.2,0.206658
0.1,0.2,0.206837
0.1,0.2,0.206478
0.1,0.2,0.206812
0.1,0.2,0.206504
0.1,0.2,0.206632
0.1,0.2,0.206863
0.1,0.2,0.206632
0.1,0.2,0.207094
0.1,0.2,0.2045
0.1,0.2,0.206401
0.1,0.2,0.206632
0.1,0.2,0.206658
0.1,0.2,0.206504
0.1,0.2,0.207017
0.1,0.2,0.206581
0.1,0.2,0.206683
0.1,0.2,0.206375
0.1,0.2,0.206555
0.1,0.2,0.206735
0.1,0.2,0.206478
0.1,0.2,0.206786
0.1,0.30000000000000004,0.306654
0.1,0.30000000000000004,0.306602
0.1,0.30000000000000004,0.306474
0.1,0.30000000000000004,0.306705
0.1,0.30000000000000004,0.306577
0.1,0.30000000000000004,0.306371
0.1,0.30000000000000004,0.306089
0.1,0.30000000000000004,0.3065
0.1,0.30000000000000004,0.306602
0.1,0.30000000000000004,0.306551
0.1,0.30000000000000004,0.306654
0.1,0.30000000000000004,0.306654
0.1,0.30000000000000004,0.306628
0.1,0.30000000000000004,0.306679
0.1,0.30000000000000004,0.306345
0.1,0.30000000000000004,0.306705
0.1,0.30000000000000004,0.306679
0.1,0.30000000000000004,0.3065
0.1,0.30000000000000004,0.306602
0.1,0.30000000000000004,0.306628
0.1,0.30000000000000004,0.306384
0.1,0.30000000000000004,0.30632
0.1,0.30000000000000004,0.305934
0.1,0.30000000000000004,0.306782
0.1,0.30000000000000004,0.306756
0.1,0.30000000000000004,0.305549
0.1,0.30000000000000004,0.306833
0.1,0.30000000000000004,0.307424
0.1,0.30000000000000004,0.306243
0.1,0.30000000000000004,0.306577
0.1,0.30000000000000004,0.306602
0.1,0.30000000000000004,0.306705
0.1,0.30000000000000004,0.306551
0.1,0.30000000000000004,0.306268
0.1,0.30000000000000004,0.306731
0.1,0.30000000000000004,0.306602
0.1,0.30000000000000004,0.307116
0.1,0.30000000000000004,0.306628
0.1,0.30000000000000004,0.306654
0.1,0.30000000000000004,0.306782
0.1,0.30000000000000004,0.306731
0.1,0.30000000000000004,0.3065
0.1,0.30000000000000004,0.306679
0.1,0.30000000000000004,0.306525
0.1,0.30000000000000004,0.306705
0.1,0.30000000000000004,0.306345
0.1,0.30000000000000004,0.306885
0.1,0.30000000000000004,0.306564
0.1,0.30000000000000004,0.3065
0.1,0.30000000000000004,0.306551
0.1,0.30000000000000004,0.306551
0.1,0.30000000000000004,0.306705
0.1,0.30000000000000004,0.306243
0.1,0.30000000000000004,0.306628
0.1,0.30000000000000004,0.306859
0.1,0.30000000000000004,0.306525
0.1,0.30000000000000004,0.306654
0.1,0.30000000000000004,0.3065
0.1,0.30000000000000004,0.306577
0.1,0.30000000000000004,0.306371
0.1,0.30000000000000004,0.3065
0.1,0.30000000000000004,0.306063
0.1,0.30000000000000004,0.306448
0.1,0.30000000000000004,0.306782
0.1,0.30000000000000004,0.306654
0.1,0.30000000000000004,0.306474
0.1,0.30000000000000004,0.306474
0.1,0.30000000000000004,0.306628
0.1,0.30000000000000004,0.306448
0.1,0.30000000000000004,0.306731
0.1,0.30000000000000004,0.306448
0.1,0.30000000000000004,0.3065
0.1,0.30000000000000004,0.306577
0.1,0.30000000000000004,0.306345
0.1,0.30000000000000004,0.306166
0.1,0.30000000000000004,0.306782
0.1,0.30000000000000004,0.306345
0.1,0.30000000000000004,0.306294
0.1,0.30000000000000004,0.306551
0.1,0.30000000000000004,0.306654
0.1,0.30000000000000004,0.306474
0.1,0.30000000000000004,0.305934
0.1,0.30000000000000004,0.306602
0.1,0.30000000000000004,0.306525
0.1,0.30000000000000004,0.306435
0.1,0.30000000000000004,0.306602
0.1,0.30000000000000004,0.306628
0.1,0.30000000000000004,0.307013
0.1,0.30000000000000004,0.306474
0.1,0.30000000000000004,0.306551
0.1,0.30000000000000004,0.306551
0.1,0.30000000000000004,0.306525
0.1,0.30000000000000004,0.306679
0.1,0.30000000000000004,0.306577
0.1,0.30000000000000004,0.306679
0.1,0.30000000000000004,0.306166
0.1,0.30000000000000004,0.307039
0.1,0.30000000000000004,0.306628
0.1,0.30000000000000004,0.306397
0.1,0.30000000000000004,0.306474
0.1,0.4,0.406264
0.1,0.4,0.406239
0.1,0.4,0.406727
0.1,0.4,0.406444
0.1,0.4,0.406624
0.1,0.4,0.406367
0.1,0.4,0.406598
0.1,0.4,0.40674
0.1,0.4,0.406881
0.1,0.4,0.406393
0.1,0.4,0.40629
0.1,0.4,0.406675
0.1,0.4,0.406701
0.1,0.4,0.406521
0.1,0.4,0.406598
0.1,0.4,0.406444
0.1,0.4,0.406573
0.1,0.4,0.406727
0.1,0.4,0.406675
0.1,0.4,0.406598
0.1,0.4,0.406598
0.1,0.4,0.406239
0.1,0.4,0.406419
0.1,0.4,0.406624
0.1,0.4,0.406624
0.1,0.4,0.40647
0.1,0.4,0.406521
0.1,0.4,0.406752
0.1,0.4,0.406547
0.1,0.4,0.40629
0.1,0.4,0.406239
0.1,0.4,0.406496
0.1,0.4,0.406778
0.1,0.4,0.406727
0.1,0.4,0.404877
0.1,0.4,0.406932
0.1,0.4,0.406521
0.1,0.4,0.406367
0.1,0.4,0.406521
0.1,0.4,0.40665
0.1,0.4,0.406675
0.1,0.4,0.406419
0.1,0.4,0.406958
0.1,0.4,0.406752
0.1,0.4,0.406521
0.1,0.4,0.406341
0.1,0.4,0.406393
0.1,0.4,0.406637
0.1,0.4,0.406521
0.1,0.4,0.406598
0.1,0.4,0.406547
0.1,0.4,0.406521
0.1,0.4,0.406496
0.1,0.4,0.406521
0.1,0.4,0.406701
0.1,0.4,0.406675
0.1,0.4,0.406778
0.1,0.4,0.40665
0.1,0.4,0.406521
0.1,0.4,0.406496
0.1,0.4,0.406483
0.1,0.4,0.406136
0.1,0.4,0.406984
0.1,0.4,0.406085
0.1,0.4,0.406598
0.1,0.4,0.407138
0.1,0.4,0.406496
0.1,0.4,0.406727
0.1,0.4,0.406393
0.1,0.4,0.406778
0.1,0.4,0.406444
0.1,0.4,0.40647
0.1,0.4,0.405982
0.1,0.4,0.406573
0.1,0.4,0.406573
0.1,0.4,0.406393
0.1,0.4,0.406496
0.1,0.4,0.406496
0.1,0.4,0.406316
0.1,0.4,0.406701
0.1,0.4,0.406547
0.1,0.4,0.406393
0.1,0.4,0.405931
0.1,0.4,0.406367
0.1,0.4,0.40683
0.1,0.4,0.406675
0.1,0.4,0.406547
0.1,0.4,0.406932
0.1,0.4,0.406496
0.1,0.4,0.406727
0.1,0.4,0.405956
0.1,0.4,0.406264
0.1,0.4,0.406213
0.1,0.4,0.406804
0.1,0.4,0.406341
0.1,0.4,0.406598
0.1,0.4,0.406393
0.1,0.4,0.40629
0.1,0.4,0.406907
0.1,0.4,0.40665
0.1,0.5,0.506646
0.1,0.5,0.506569
0.1,0.5,0.506697
0.1,0.5,0.506594
0.1,0.5,0.506415
0.1,0.5,0.506312
0.1,0.5,0.506594
0.1,0.5,0.507519
0.1,0.5,0.506826
0.1,0.5,0.506286
0.1,0.5,0.506723
0.1,0.5,0.50698
0.1,0.5,0.506928
0.1,0.5,0.506723
0.1,0.5,0.506389
0.1,0.5,0.506697
0.1,0.5,0.50644
0.1,0.5,0.506697
0.1,0.5,0.506363
0.1,0.5,0.506466
0.1,0.5,0.506415
0.1,0.5,0.506697
0.1,0.5,0.50662
0.1,0.5,0.506594
0.1,0.5,0.506517
0.1,0.5,0.506492
0.1,0.5,0.506851
0.1,0.5,0.506594
0.1,0.5,0.506594
0.1,0.5,0.506466
0.1,0.5,0.506826
0.1,0.5,0.506363
0.1,0.5,0.506338
0.1,0.5,0.506671
0.1,0.5,0.50662
0.1,0.5,0.506826
0.1,0.5,0.506569
0.1,0.5,0.506415
0.1,0.5,0.506749
0.1,0.5,0.506517
0.1,0.5,0.5068
0.1,0.5,0.5068
0.1,0.5,0.506517
0.1,0.5,0.506543
0.1,0.5,0.506286
0.1,0.5,0.506646
0.1,0.5,0.506582
0.1,0.5,0.506774
0.1,0.5,0.506466
0.1,0.5,0.50626
0.1,0.5,0.506646
0.1,0.5,0.50644
0.1,0.5,0.506543
0.1,0.5,0.506543
0.1,0.5,0.506517
0.1,0.5,0.506697
0.1,0.5,0.506492
0.1,0.5,0.506697
0.1,0.5,0.506594
0.1,0.5,0.50635
0.1,0.5,0.506697
0.1,0.5,0.506466
0.1,0.5,0.50644
0.1,0.5,0.506363
0.1,0.5,0.506851
0.1,0.5,0.506903
0.1,0.5,0.50662
0.1,0.5,0.506338
0.1,0.5,0.506363
0.1,0.5,0.506697
0.1,0.5,0.506594
0.1,0.5,0.5068
0.1,0.5,0.506132
0.1,0.5,0.5068
0.1,0.5,0.506543
0.1,0.5,0.506569
0.1,0.5,0.506004
0.1,0.5,0.506723
0.1,0.5,0.506543
0.1,0.5,0.506826
0.1,0.5,0.50644
0.1,0.5,0.506594
0.1,0.5,0.506466
0.1,0.5,0.506671
0.1,0.5,0.506543
0.1,0.5,0.506877
0.1,0.5,0.50662
0.1,0.5,0.506543
0.1,0.5,0.506774
0.1,0.5,0.506671
0.1,0.5,0.5068
0.1,0.5,0.506826
0.1,0.5,0.506517
0.1,0.5,0.509394
0.1,0.5,0.506004
0.1,0.5,0.506928
0.1,0.5,0.506594
0.1,0.5,0.506389
0.1,0.5,0.506954
0.1,0.5,0.506594
0.1,0.6000000000000001,0.606257
0.1,0.6000000000000001,0.606822
0.1,0.6000000000000001,0.606616
0.1,0.6000000000000001,0.606667
0.1,0.6000000000000001,0.606385
0.1,0.6000000000000001,0.606436
0.1,0.6000000000000001,0.606462
0.1,0.6000000000000001,0.606436
0.1,0.6000000000000001,0.606693
0.1,0.6000000000000001,0.606539
0.1,0.6000000000000001,0.606411
0.1,0.6000000000000001,0.606976
0.1,0.6000000000000001,0.607156
0.1,0.6000000000000001,0.606436
0.1,0.6000000000000001,0.606282
0.1,0.6000000000000001,0.606411
0.1,0.6000000000000001,0.606411
0.1,0.6000000000000001,0.606745
0.1,0.6000000000000001,0.606385
0.1,0.6000000000000001,0.606436
0.1,0.6000000000000001,0.606719
0.1,0.6000000000000001,0.606539
0.1,0.6000000000000001,0.606462
0.1,0.6000000000000001,0.606231
0.1,0.6000000000000001,0.60659
0.1,0.6000000000000001,0.606616
0.1,0.6000000000000001,0.606642
0.1,0.6000000000000001,0.606513
0.1,0.6000000000000001,0.606616
0.1,0.6000000000000001,0.607207
0.1,0.6000000000000001,0.606719
0.1,0.6000000000000001,0.606667
0.1,0.6000000000000001,0.607926
0.1,0.6000000000000001,0.606282
0.1,0.6000000000000001,0.606539
0.1,0.6000000000000001,0.606128
0.1,0.6000000000000001,0.606847
0.1,0.6000000000000001,0.60695
0.1,0.6000000000000001,0.606565
0.1,0.6000000000000001,0.606642
0.1,0.6000000000000001,0.606822
0.1,0.6000000000000001,0.606385
0.1,0.6000000000000001,0.606488
0.1,0.6000000000000001,0.606334
0.1,0.6000000000000001,0.606411
0.1,0.6000000000000001,0.606359
0.1,0.6000000000000001,0.606667
0.1,0.6000000000000001,0.606334
0.1,0.6000000000000001,0.606231
0.1,0.6000000000000001,0.606655
0.1,0.6000000000000001,0.606667
0.1,0.6000000000000001,0.606873
0.1,0.6000000000000001,0.607104
0.1,0.6000000000000001,0.60659
0.1,0.6000000000000001,0.606513
0.1,0.6000000000000001,0.606462
0.1,0.6000000000000001,0.606205
0.1,0.6000000000000001,0.60659
0.1,0.6000000000000001,0.605974
0.1,0.6000000000000001,0.606847
0.1,0.6000000000000001,0.606693
0.1,0.6000000000000001,0.606488
0.1,0.6000000000000001,0.606282
0.1,0.6000000000000001,0.606398
0.1,0.6000000000000001,0.606385
0.1,0.6000000000000001,0.606693
0.1,0.6000000000000001,0.608979
0.1,0.6000000000000001,0.606411
0.1,0.6000000000000001,0.606539
0.1,0.6000000000000001,0.606385
0.1,0.6000000000000001,0.606462
0.1,0.6000000000000001,0.606616
0.1,0.6000000000000001,0.606539
0.1,0.6000000000000001,0.60659
0.1,0.6000000000000001,0.606436
0.1,0.6000000000000001,0.606745
0.1,0.6000000000000001,0.606565
0.1,0.6000000000000001,0.606346
0.1,0.6000000000000001,0.607027
0.1,0.6000000000000001,0.606719
0.1,0.6000000000000001,0.606565
0.1,0.6000000000000001,0.606205
0.1,0.6000000000000001,0.606513
0.1,0.6000000000000001,0.606719
0.1,0.6000000000000001,0.606745
0.1,0.6000000000000001,0.606398
0.1,0.6000000000000001,0.606616
0.1,0.6000000000000001,0.606436
0.1,0.6000000000000001,0.606359
0.1,0.6000000000000001,0.606976
0.1,0.6000000000000001,0.606539
0.1,0.6000000000000001,0.606385
0.1,0.6000000000000001,0.606565
0.1,0.6000000000000001,0.606796
0.1,0.6000000000000001,0.606642
0.1,0.6000000000000001,0.606488
0.1,0.6000000000000001,0.606411
0.1,0.6000000000000001,0.606539
0.1,0.6000000000000001,0.606308
0.1,0.6000000000000001,0.606385
0.1,0.7000000000000001,0.706278
0.1,0.7000000000000001,0.706484
0.1,0.7000000000000001,0.706432
0.1,0.7000000000000001,0.706484
0.1,0.7000000000000001,0.706612
0.1,0.7000000000000001,0.706586
0.1,0.7000000000000001,0.706689
0.1,0.7000000000000001,0.706586
0.1,0.7000000000000001,0.706253
0.1,0.7000000000000001,0.706741
0.1,0.7000000000000001,0.706586
0.1,0.7000000000000001,0.706638
0.1,0.7000000000000001,0.706176
0.1,0.7000000000000001,0.706304
0.1,0.7000000000000001,0.706792
0.1,0.7000000000000001,0.706869
0.1,0.7000000000000001,0.706535
0.1,0.7000000000000001,0.706278
0.1,0.7000000000000001,0.706715
0.1,0.7000000000000001,0.707023
0.1,0.7000000000000001,0.706253
0.1,0.7000000000000001,0.706586
0.1,0.7000000000000001,0.706818
0.1,0.7000000000000001,0.706535
0.1,0.7000000000000001,0.706381
0.1,0.7000000000000001,0.706432
0.1,0.7000000000000001,0.706535
0.1,0.7000000000000001,0.706484
0.1,0.7000000000000001,0.706664
0.1,0.7000000000000001,0.706561
0.1,0.7000000000000001,0.706253
0.1,0.7000000000000001,0.705816
0.1,0.7000000000000001,0.706574
0.1,0.7000000000000001,0.703658
0.1,0.7000000000000001,0.706895
0.1,0.7000000000000001,0.706741
0.1,0.7000000000000001,0.706612
0.1,0.7000000000000001,0.706278
0.1,0.7000000000000001,0.706535
0.1,0.7000000000000001,0.706856
0.1,0.7000000000000001,0.706689
0.1,0.7000000000000001,0.706586
0.1,0.7000000000000001,0.706278
0.1,0.7000000000000001,0.706561
0.1,0.7000000000000001,0.706381
0.1,0.7000000000000001,0.706432
0.1,0.7000000000000001,0.706509
0.1,0.7000000000000001,0.706355
0.1,0.7000000000000001,0.706895
0.1,0.7000000000000001,0.706355
0.1,0.7000000000000001,0.706612
0.1,0.7000000000000001,0.706484
0.1,0.7000000000000001,0.706304
0.1,0.7000000000000001,0.706843
0.1,0.7000000000000001,0.70692
0.1,0.7000000000000001,0.706188
0.1,0.7000000000000001,0.706535
0.1,0.7000000000000001,0.706741
0.1,0.7000000000000001,0.706407
0.1,0.7000000000000001,0.706484
0.1,0.7000000000000001,0.706124
0.1,0.7000000000000001,0.706381
0.1,0.7000000000000001,0.706561
0.1,0.7000000000000001,0.706586
0.1,0.7000000000000001,0.706381
0.1,0.7000000000000001,0.706484
0.1,0.7000000000000001,0.706407
0.1,0.7000000000000001,0.706561
0.1,0.7000000000000001,0.706432
0.1,0.7000000000000001,0.706484
0.1,0.7000000000000001,0.706304
0.1,0.7000000000000001,0.706381
0.1,0.7000000000000001,0.706548
0.1,0.7000000000000001,0.706586
0.1,0.7000000000000001,0.706946
0.1,0.7000000000000001,0.705867
0.1,0.7000000000000001,0.706561
0.1,0.7000000000000001,0.706407
0.1,0.7000000000000001,0.706509
0.1,0.7000000000000001,0.706407
0.1,0.7000000000000001,0.706509
0.1,0.7000000000000001,0.706047
0.1,0.7000000000000001,0.706895
0.1,0.7000000000000001,0.70633
0.1,0.7000000000000001,0.706227
0.1,0.7000000000000001,0.706201
0.1,0.7000000000000001,0.706972
0.1,0.7000000000000001,0.706535
0.1,0.7000000000000001,0.706741
0.1,0.7000000000000001,0.706458
0.1,0.7000000000000001,0.706201
0.1,0.7000000000000001,0.706484
0.1,0.7000000000000001,0.706509
0.1,0.7000000000000001,0.706201
0.1,0.7000000000000001,0.706741
0.1,0.7000000000000001,0.70633
0.1,0.7000000000000001,0.706715
0.1,0.7000000000000001,0.706535
0.1,0.7000000000000001,0.706561
0.1,0.7000000000000001,0.706458
0.1,0.8,0.80612
0.1,0.8,0.806762
0.1,0.8,0.806583
0.1,0.8,0.806416
0.1,0.8,0.806326
0.1,0.8,0.8063
0.1,0.8,0.80666
0.1,0.8,0.806454
0.1,0.8,0.806274
0.1,0.8,0.806274
0.1,0.8,0.806326
0.1,0.8,0.806762
0.1,0.8,0.806454
0.1,0.8,0.8063
0.1,0.8,0.806249
0.1,0.8,0.806531
0.1,0.8,0.806557
0.1,0.8,0.806737
0.1,0.8,0.806583
0.1,0.8,0.806454
0.1,0.8,0.80612
0.1,0.8,0.806531
0.1,0.8,0.806223
0.1,0.8,0.806814
0.1,0.8,0.806351
0.1,0.8,0.806339
0.1,0.8,0.80648
0.1,0.8,0.80648
0.1,0.8,0.806326
0.1,0.8,0.806172
0.1,0.8,0.805966
0.1,0.8,0.80648
0.1,0.8,0.806428
0.1,0.8,0.806608
0.1,0.8,0.806274
0.1,0.8,0.806326
0.1,0.8,0.806583
0.1,0.8,0.806839
0.1,0.8,0.806094
0.1,0.8,0.806505
0.1,0.8,0.806377
0.1,0.8,0.806634
0.1,0.8,0.806505
0.1,0.8,0.806454
0.1,0.8,0.806377
0.1,0.8,0.806788
0.1,0.8,0.806377
0.1,0.8,0.806249
0.1,0.8,0.806428
0.1,0.8,0.806711
0.1,0.8,0.806351
0.1,0.8,0.806364
0.1,0.8,0.806454
0.1,0.8,0.806608
0.1,0.8,0.806737
0.1,0.8,0.806531
0.1,0.8,0.806583
0.1,0.8,0.806531
0.1,0.8,0.806377
0.1,0.8,0.80666
0.1,0.8,0.806377
0.1,0.8,0.806557
0.1,0.8,0.806583
0.1,0.8,0.806249
0.1,0.8,0.806377
0.1,0.8,0.806351
0.1,0.8,0.806505
0.1,0.8,0.806403
0.1,0.8,0.806377
0.1,0.8,0.806557
0.1,0.8,0.806634
0.1,0.8,0.806505
0.1,0.8,0.806428
0.1,0.8,0.805838
0.1,0.8,0.806351
0.1,0.8,0.806249
0.1,0.8,0.806531
0.1,0.8,0.806454
0.1,0.8,0.806814
0.1,0.8,0.806608
0.1,0.8,0.806531
0.1,0.8,0.806505
0.1,0.8,0.806377
0.1,0.8,0.806146
0.1,0.8,0.806814
0.1,0.8,0.807995
0.1,0.8,0.805195
0.1,0.8,0.806428
0.1,0.8,0.806814
0.1,0.8,0.806634
0.1,0.8,0.806428
0.1,0.8,0.806583
0.1,0.8,0.806531
0.1,0.8,0.806557
0.1,0.8,0.806094
0.1,0.8,0.806249
0.1,0.8,0.806505
0.1,0.8,0.806634
0.1,0.8,0.806326
0.1,0.8,0.806865
0.1,0.9,0.906039
0.1,0.9,0.90663
0.1,0.9,0.906399
0.1,0.9,0.906617
0.1,0.9,0.906091
0.1,0.9,0.906579
0.1,0.9,0.906579
0.1,0.9,0.90681
0.1,0.9,0.906091
0.1,0.9,0.906399
0.1,0.9,0.906168
0.1,0.9,0.907092
0.1,0.9,0.906938
0.1,0.9,0.906835
0.1,0.9,0.905269
0.1,0.9,0.906758
0.1,0.9,0.906476
0.1,0.9,0.906476
0.1,0.9,0.90645
0.1,0.9,0.906168
0.1,0.9,0.906168
0.1,0.9,0.906938
0.1,0.9,0.906142
0.1,0.9,0.906527
0.1,0.9,0.906322
0.1,0.9,0.906399
0.1,0.9,0.906579
0.1,0.9,0.906527
0.1,0.9,0.906502
0.1,0.9,0.906399
0.1,0.9,0.906219
0.1,0.9,0.906527
0.1,0.9,0.90627
0.1,0.9,0.906424
0.1,0.9,0.906527
0.1,0.9,0.906399
0.1,0.9,0.906193
0.1,0.9,0.906553
0.1,0.9,0.906219
0.1,0.9,0.906476
0.1,0.9,0.906784
0.1,0.9,0.906322
0.1,0.9,0.906193
0.1,0.9,0.906347
0.1,0.9,0.90663
0.1,0.9,0.906399
0.1,0.9,0.906373
0.1,0.9,0.909199
0.1,0.9,0.906296
0.1,0.9,0.906347
0.1,0.9,0.906527
0.1,0.9,0.906296
0.1,0.9,0.906296
0.1,0.9,0.90627
0.1,0.9,0.90663
0.1,0.9,0.906681
0.1,0.9,0.906219
0.1,0.9,0.906322
0.1,0.9,0.906579
0.1,0.9,0.906476
0.1,0.9,0.906476
0.1,0.9,0.90627
0.1,0.9,0.906553
0.1,0.9,0.906758
0.1,0.9,0.906347
0.1,0.9,0.906373
0.1,0.9,0.906861
0.1,0.9,0.906039
0.1,0.9,0.906463
0.1,0.9,0.906694
0.1,0.9,0.90645
0.1,0.9,0.906296
0.1,0.9,0.906168
0.1,0.9,0.906168
0.1,0.9,0.906399
0.1,0.9,0.906502
0.1,0.9,0.906476
0.1,0.9,0.906617
0.1,0.9,0.906424
0.1,0.9,0.906502
0.1,0.9,0.90645
0.1,0.9,0.906424
0.1,0.9,0.906193
0.1,0.9,0.906347
0.1,0.9,0.906219
0.1,0.9,0.90645
0.1,0.9,0.906039
0.1,0.9,0.90627
0.1,0.9,0.906553
0.1,0.9,0.906373
0.1,0.9,0.906347
0.1,0.9,0.906245
0.1,0.9,0.906502
0.1,0.9,0.906347
0.1,0.9,0.906347
0.1,0.9,0.906347
0.1,0.9,0.906347
0.1,0.9,0.906399
0.1,0.9,0.906604
0.1,0.9,0.906399
0.1,1.0,1.006241
0.1,1.0,1.006266
0.1,1.0,1.006369
0.1,1.0,1.00678
0.1,1.0,1.006446
0.1,1.0,1.006318
0.1,1.0,1.006369
0.1,1.0,1.006292
0.1,1.0,1.006292
0.1,1.0,1.006318
0.1,1.0,1.006087
0.1,1.0,1.007217
0.1,1.0,1.005316
0.1,1.0,1.006369
0.1,1.0,1.006395
0.1,1.0,1.006189
0.1,1.0,1.006138
0.1,1.0,1.006343
0.1,1.0,1.006575
0.1,1.0,1.006292
0.1,1.0,1.006189
0.1,1.0,1.006343
0.1,1.0,1.006266
0.1,1.0,1.006523
0.1,1.0,1.006343
0.1,1.0,1.006215
0.1,1.0,1.006215
0.1,1.0,1.006446
0.1,1.0,1.00642
0.1,1.0,1.006241
0.1,1.0,1.00642
0.1,1.0,1.006112
0.1,1.0,1.006215
0.1,1.0,1.005932
0.1,1.0,1.006112
0.1,1.0,1.005958
0.1,1.0,1.006318
0.1,1.0,1.006446
0.1,1.0,1.006446
0.1,1.0,1.006472
0.1,1.0,1.006112
0.1,1.0,1.006266
0.1,1.0,1.006343
0.1,1.0,1.006549
0.1,1.0,1.006536
0.1,1.0,1.006523
0.1,1.0,1.006652
0.1,1.0,1.006446
